rank,votesCount,commentsCount,launch_hour,weekday,month,is_featured,description_length,tagline_length,topic_count,maker_count,maker_total_followers,hunter_followers_count,media_count,has_video,self_launched,primary_topic
1,107.0,8.0,7,3,5,True,429,58,3,10,0,3301.0,6,True,False,Writing
8,0.0,34.0,18,3,5,True,467,60,3,1,239,95530.0,8,False,False,Health & Fitness
1,54.0,0.0,12,2,6,True,400,41,3,5,412,0.0,5,True,False,API
1,35.0,6.0,23,5,6,False,435,59,2,1,0,1632.0,4,True,False,Customer Communication
15,0.0,7.0,13,3,5,False,306,49,3,1,0,414.0,6,False,False,Developer Tools
7,960.0,10.0,8,4,5,True,500,31,3,1,277,0.0,9,True,False,Sales
6,50.0,0.0,17,3,9,True,399,50,3,1,0,25588.0,9,True,False,Mac
6,17.0,0.0,16,6,6,True,447,56,1,1,0,0.0,2,False,False,Developer Tools
1,75.0,50.0,18,4,6,True,500,41,3,1,291,0.0,7,True,False,Email
8,144.0,24.0,7,4,6,True,294,60,3,1,0,0.0,9,True,False,Productivity
1,83.0,35.0,7,3,5,True,184,45,3,0,248,993.0,6,True,False,Web App
16,96.0,0.0,7,1,6,True,276,57,2,1,554,1208.0,6,False,False,API
21,1109.0,59.0,15,5,5,True,425,27,3,1,521,5387.0,7,True,False,Marketing
13,0.0,9.0,18,5,5,True,215,53,4,0,325,14720.0,8,False,False,Education
18,89.0,0.0,6,2,6,True,153,57,2,1,0,1942.0,6,True,False,Chrome Extensions
1,31.0,0.0,7,6,7,True,332,56,3,3,0,91692.0,7,False,False,Mac
1,11.0,0.0,23,3,6,True,439,53,3,1,0,0.0,9,False,False,Software Engineering
1,41.0,25.0,18,6,6,True,260,45,1,3,0,4222.0,5,True,False,Marketing
1,0.0,4.0,8,6,5,True,464,38,1,1,479,31269.0,27,False,False,Developer Tools
4,253.0,1.0,7,3,6,True,290,51,4,1,0,0.0,8,True,False,Software Engineering
1,98.0,156.0,8,3,5,True,500,51,3,1,322,1156.0,8,False,False,Productivity
11,52.0,125.0,7,5,6,True,206,56,3,1,139,4016.0,8,True,False,Analytics
1,10.0,10.0,9,2,6,True,234,44,3,1,0,0.0,4,False,False,Productivity
7,150.0,13.0,6,0,5,True,284,60,4,1,62,1004.0,5,True,False,Tech
23,0.0,0.0,6,6,5,True,477,60,1,0,0,136499.0,7,True,False,iOS
3,127.0,23.0,6,2,6,True,500,56,3,1,1997,0.0,5,False,False,Productivity
8,100.0,150.0,19,4,6,True,316,60,3,0,1585,0.0,5,False,False,Productivity
9,168.0,0.0,22,6,5,False,48,52,1,1,0,2332.0,9,True,False,Email
1,0.0,18.0,22,3,1,True,374,58,3,1,0,132.0,1,True,False,Mac
12,194.0,64.0,6,6,1,True,429,37,1,1,149,6650.0,2,True,False,Venture Capital
12,44.0,0.0,3,1,5,True,199,57,3,1,0,0.0,2,True,False,Mac
11,73.0,12.0,22,3,5,True,406,50,3,1,617,0.0,3,True,False,Virtual Reality
1,10.0,13.0,6,3,5,True,473,56,3,2,191,18498.0,6,False,False,Productivity
1,283.0,7.0,11,1,6,True,345,39,4,7,397,36811.0,5,False,False,SaaS
1,42.0,42.0,6,3,5,False,247,52,4,1,489,0.0,8,False,False,Tech
14,141.0,0.0,7,1,6,True,306,54,3,1,221,20002.0,9,False,False,Productivity
17,156.0,0.0,6,1,5,True,58,57,5,0,454,3763.0,7,True,False,Meetings
1,0.0,111.0,15,3,6,True,377,58,3,1,357,715.0,7,True,False,Open Source
6,358.0,28.0,7,0,5,False,500,28,3,1,89,1075.0,4,False,False,Productivity
1,0.0,1.0,6,0,1,True,500,54,3,4,430,2932.0,5,False,False,Web App
2,18.0,11.0,6,5,5,True,326,55,5,2,32,0.0,4,False,False,Mac
38,102.0,21.0,7,1,5,True,222,53,1,0,461,0.0,9,False,False,Writing
20,150.0,29.0,7,5,6,True,212,52,2,1,0,26418.0,7,True,False,Productivity
222,0.0,0.0,0,2,6,False,304,59,2,2,58,4288.0,7,False,False,Software Engineering
4,309.0,0.0,11,0,5,True,430,58,3,1,44,0.0,8,False,False,Productivity
13,70.0,10.0,19,4,2,False,500,55,2,4,0,1728.0,6,True,False,API
6,192.0,123.0,20,4,5,True,109,56,4,2,218,4431.0,6,False,False,Android
1,125.0,0.0,23,5,2,True,422,27,3,1,240,0.0,8,True,False,Productivity
1,133.0,35.0,7,4,2,True,500,50,3,1,48,1260.0,8,False,False,Mac
1,27.0,76.0,6,6,5,True,445,53,3,1,1832,108737.0,7,False,False,Customer Success
4,0.0,7.0,2,3,6,True,200,51,3,4,1307,1161.0,2,False,False,Emoji
6,198.0,145.0,7,2,6,True,223,52,3,3,564,0.0,13,True,False,Marketing
1,0.0,68.0,9,0,6,True,154,60,3,1,0,27977.0,6,False,False,Productivity
2,681.0,0.0,18,0,5,True,151,55,3,2,0,207.0,7,False,False,Productivity
1,105.0,1.0,15,0,6,True,500,58,3,1,0,0.0,5,True,False,Design Tools
16,0.0,43.0,6,0,6,True,465,60,3,1,0,408.0,2,False,False,Custom Keyboards
1,31.0,13.0,16,6,5,True,401,55,3,1,0,1146.0,6,True,False,Artificial Intelligence
4,52.0,14.0,7,5,5,True,500,59,8,1,0,11826.0,20,False,False,Audio
4,207.0,0.0,23,4,6,True,465,48,3,9,504,0.0,7,False,False,API
34,97.0,5.0,7,1,5,True,266,52,3,1,181,10162.0,22,False,False,Weather
1,75.0,7.0,7,0,5,True,113,52,3,4,80,374.0,7,False,False,Marketing
1,104.0,20.0,6,0,5,False,485,57,3,1,176,0.0,9,False,False,Chrome Extensions
2,71.0,0.0,7,3,5,True,450,43,3,0,0,3311.0,10,True,False,Web App
14,0.0,0.0,4,6,5,False,500,46,3,1,50,0.0,8,True,False,Social Media
3,124.0,26.0,7,0,5,True,388,55,3,3,0,0.0,5,True,False,Mac
4,294.0,18.0,7,5,1,True,281,53,3,4,62,3090.0,10,False,False,Android
18,100.0,3.0,13,1,5,True,500,60,4,6,0,2429.0,12,False,False,API
15,0.0,28.0,6,3,5,True,409,53,1,1,676,537.0,27,False,False,User Experience
6,41.0,0.0,8,4,5,True,443,60,3,1,396,0.0,1,False,False,iOS
2,0.0,58.0,6,4,4,True,444,32,5,5,54,0.0,3,True,False,Comics & Graphic Novels
5,170.0,15.0,10,1,5,True,464,50,3,4,0,3727.0,4,True,False,Mac
27,74.0,9.0,23,3,1,True,226,39,2,1,0,0.0,6,False,False,Android
10,717.0,4.0,7,6,6,False,499,59,3,1,0,0.0,2,False,False,iOS
1,194.0,0.0,7,2,6,False,58,59,3,3,0,2041.0,5,False,False,Web App
3,87.0,46.0,8,0,5,True,312,54,2,1,327,85603.0,8,False,False,Mac
1,143.0,38.0,17,0,6,True,57,47,3,0,0,2462.0,8,True,False,Cars
1,55.0,0.0,6,3,5,True,463,44,3,1,493,569.0,7,False,False,Marketing
5,229.0,0.0,10,4,4,True,442,29,3,1,171,0.0,11,True,False,Artificial Intelligence
1,0.0,132.0,0,5,6,True,487,38,3,4,1830,106.0,5,False,False,API
2,30.0,6.0,7,6,10,False,217,45,3,1,0,5492.0,2,False,False,Health & Fitness
4,179.0,0.0,21,3,5,True,186,45,1,5,0,2607.0,7,False,False,Email Marketing
15,19.0,3.0,7,0,5,True,190,60,8,0,0,2844.0,9,True,False,Mac
70,126.0,33.0,6,1,5,True,234,59,5,4,622,0.0,9,False,False,Design Tools
4,1233.0,12.0,8,6,5,True,426,36,3,1,0,534.0,5,True,False,iOS
19,283.0,23.0,6,3,5,True,332,54,4,1,477,3775.0,6,True,False,Email
36,56.0,32.0,6,2,6,True,448,54,3,0,412,2507.0,8,True,False,Developer Tools
13,113.0,7.0,7,6,5,True,205,53,6,2,329,4819.0,6,False,False,Analytics
11,10.0,0.0,9,6,6,False,97,18,3,1,0,0.0,1,False,False,Software Engineering
1,0.0,0.0,9,4,5,True,393,54,4,2,183,521.0,3,False,False,Productivity
2,93.0,12.0,7,3,5,True,394,32,3,6,0,2032.0,4,False,False,Productivity
4,69.0,4.0,8,2,5,False,423,59,3,1,2202,2659.0,7,False,False,Productivity
13,51.0,0.0,7,6,5,False,219,60,2,2,0,0.0,3,True,False,Marketing
17,0.0,0.0,17,5,6,False,446,27,4,1,221,3567.0,6,False,False,API
9,55.0,102.0,6,3,5,False,460,60,3,1,429,0.0,5,True,False,Fintech
1,323.0,0.0,9,1,5,True,48,60,2,1,0,1594.0,7,False,False,Productivity
6,44.0,83.0,5,5,6,True,500,39,2,3,0,1192.0,2,False,False,Mac
1,0.0,1.0,7,2,5,True,478,36,1,1,112,2987.0,6,False,False,Linux
6,86.0,21.0,7,3,5,False,241,31,3,3,331,0.0,9,False,False,Marketing
1,20.0,0.0,19,1,2,True,440,48,4,1,680,4013.0,8,False,False,Task Management
11,19.0,16.0,13,2,6,True,235,56,3,3,0,43924.0,19,False,False,Menu Bar Apps
9,376.0,79.0,7,2,5,True,159,53,1,1,54,648.0,11,False,False,Email
9,223.0,11.0,15,2,5,False,198,17,3,1,0,3522.0,6,True,False,Education
1,195.0,0.0,8,2,6,False,439,31,2,5,0,0.0,7,True,False,3D Printer
6,14.0,11.0,9,5,5,False,326,55,3,1,0,0.0,5,False,False,Productivity
3,143.0,0.0,18,3,6,True,432,48,4,1,3019,6409.0,23,True,False,Music
5,2102.0,120.0,13,4,5,True,254,56,1,1,0,24415.0,1,True,False,Email
10,102.0,66.0,14,4,5,True,500,48,3,2,302,0.0,7,True,False,Startup Books
8,740.0,129.0,0,0,5,False,408,47,3,1,94,1344.0,6,True,False,iOS
21,0.0,127.0,6,5,6,True,200,52,2,1,3757,0.0,13,False,False,Mac
10,90.0,18.0,11,0,5,False,77,33,1,1,0,34638.0,7,False,False,Productivity
1,0.0,18.0,7,5,6,True,182,49,3,1,210,0.0,9,True,False,Android
8,52.0,1.0,7,6,7,True,500,51,5,4,239,428.0,12,False,False,Developer Tools
15,168.0,7.0,7,5,7,True,134,50,3,0,0,0.0,6,False,False,Tech
1,32.0,2.0,12,6,6,False,445,60,3,1,0,0.0,5,False,False,Fashion
3,11.0,0.0,7,1,5,True,458,60,2,2,158,3730.0,3,True,False,Hardware
10,32.0,0.0,18,3,6,True,382,58,3,1,256,0.0,7,True,False,Open Source
13,221.0,5.0,8,0,6,True,225,38,8,2,246,155882.0,9,False,False,Productivity
18,105.0,25.0,7,2,5,True,388,58,4,1,200,21580.0,7,True,False,Web App
3,169.0,51.0,8,5,5,True,485,60,8,1,1091,1288.0,8,False,False,Design Tools
1,0.0,6.0,9,6,5,True,466,60,5,6,41,2038.0,4,False,False,Social Media
3,1.0,50.0,7,3,5,True,434,45,3,2,71,187.0,3,False,False,Web App
1,65.0,17.0,20,3,6,True,298,30,3,1,392,98440.0,7,True,False,Time Tracking
9,64.0,0.0,8,4,6,True,469,59,3,1,3286,0.0,6,False,False,Productivity
13,89.0,27.0,7,2,3,False,500,59,2,3,564,0.0,9,False,False,Productivity
19,49.0,5.0,21,2,6,False,347,46,3,1,102,0.0,6,True,False,Payments
1,60.0,20.0,23,6,6,False,495,54,2,1,698,5239.0,3,False,False,Email Marketing
1,15.0,10.0,6,4,6,True,358,54,3,1,162,2161.0,15,False,False,Developer Tools
10,123.0,0.0,7,6,5,False,293,45,3,4,182,430.0,8,False,False,eBook Reader
3,23.0,26.0,7,0,6,True,428,51,1,3,225,6121.0,11,False,False,API
1,61.0,0.0,23,5,5,True,370,56,2,4,0,0.0,6,False,False,SaaS
26,195.0,47.0,6,1,1,True,360,52,1,2,0,0.0,6,True,False,Retro Games
14,76.0,0.0,14,3,5,True,376,60,2,1,490,685.0,2,False,False,Productivity
1,40.0,10.0,7,4,5,True,219,56,3,1,0,137119.0,2,True,False,Android
10,0.0,0.0,6,4,5,True,197,49,3,0,0,0.0,9,True,False,Open Source
5,67.0,40.0,7,4,6,True,329,60,4,0,0,22004.0,12,True,False,Mac
38,0.0,1.0,7,2,5,True,374,55,3,0,448,1691.0,8,False,False,SaaS
14,388.0,13.0,7,1,5,True,266,53,3,3,0,0.0,5,True,False,Artificial Intelligence
1,111.0,9.0,23,6,5,True,434,59,1,1,310,4587.0,8,False,False,Marketing
8,109.0,175.0,6,6,5,True,153,60,3,0,0,0.0,13,False,False,iOS
1,0.0,33.0,7,3,6,True,474,46,3,1,0,0.0,10,False,False,Design Tools
18,651.0,14.0,18,4,6,True,386,56,3,0,398,1672.0,5,False,False,Design Tools
3,159.0,23.0,6,2,6,True,462,42,4,3,0,0.0,7,False,False,Payments
1,192.0,0.0,7,0,5,True,327,48,1,7,3711,128035.0,4,False,False,Browser Extensions
1,32.0,89.0,6,2,5,True,393,46,3,1,461,113380.0,0,True,False,Android
16,0.0,21.0,6,3,5,True,486,49,3,1,365,76230.0,7,True,False,Open Source
11,5.0,54.0,2,4,5,True,461,37,3,1,155,99041.0,11,False,False,SaaS
5,144.0,0.0,7,5,5,True,435,52,3,1,631,0.0,9,True,False,Sales
15,201.0,30.0,7,4,6,True,181,59,3,1,0,13709.0,3,True,False,Developer Tools
129,792.0,0.0,7,2,5,False,318,58,1,3,466,0.0,13,False,False,Developer Tools
1,9.0,5.0,14,5,5,True,476,21,3,1,99,0.0,15,False,False,iOS
1,55.0,80.0,7,4,1,True,426,51,3,1,206,2187.0,7,False,False,Productivity
18,176.0,10.0,7,0,1,False,456,56,3,2,0,2670.0,5,False,False,Productivity
1,42.0,23.0,7,6,5,True,469,50,2,1,114,0.0,2,False,False,Hardware
3,0.0,4.0,12,3,5,True,389,57,5,3,353,0.0,6,False,False,Developer Tools
5,9.0,8.0,7,4,5,True,224,54,3,1,107,11276.0,5,False,False,Productivity
1,0.0,0.0,7,1,6,True,500,54,3,1,106,0.0,14,False,False,Sales
1,91.0,73.0,7,5,5,False,261,31,3,3,167,1810.0,5,False,False,Web App
5,0.0,0.0,11,3,5,True,461,54,1,1,407,56969.0,4,True,False,Productivity
21,24.0,12.0,21,5,6,False,500,51,3,2,0,0.0,1,True,False,Developer Tools
41,0.0,0.0,6,1,5,False,500,49,4,0,0,5548.0,6,False,False,API
1,79.0,0.0,10,4,6,True,91,40,3,3,79,4939.0,0,False,False,API
1,42.0,44.0,6,5,5,False,79,37,4,1,0,5239.0,8,False,False,Developer Tools
3,195.0,40.0,7,4,6,True,500,60,2,1,297,4798.0,3,True,False,Cars
4,44.0,30.0,8,3,6,True,465,52,3,1,2511,0.0,7,False,False,API
5,226.0,15.0,14,5,6,True,265,58,1,1,525,825.0,5,True,False,Software Engineering
62,0.0,3.0,7,1,6,False,390,59,4,6,515,3310.0,5,False,False,Sales
17,153.0,4.0,14,5,6,False,390,55,4,1,413,22588.0,10,False,False,Tech
1,3.0,13.0,0,4,5,False,443,54,3,1,0,74.0,5,False,False,Mac
11,41.0,26.0,6,2,5,True,348,57,3,1,182,126041.0,8,True,False,Android
3,36.0,0.0,15,4,5,True,274,19,5,3,112,20154.0,8,False,False,Music
14,201.0,0.0,7,5,5,True,104,60,3,4,0,0.0,6,False,False,Developer Tools
8,69.0,42.0,7,1,5,True,429,46,3,3,570,1864.0,9,True,False,Open Source
22,422.0,0.0,7,5,5,False,487,58,2,1,451,33183.0,3,False,False,Venture Capital
26,426.0,3.0,23,1,5,False,415,60,2,1,229,4585.0,7,False,False,Android
11,8.0,0.0,23,3,5,True,133,47,2,1,300,3710.0,4,False,False,Music
7,126.0,40.0,14,6,5,True,492,58,3,1,425,224.0,7,False,False,iOS
6,51.0,3.0,6,4,6,True,382,60,4,1,615,98021.0,15,False,False,Venture Capital
39,246.0,9.0,6,2,5,True,358,43,3,1,203,1305.0,9,True,False,Android
1,68.0,20.0,11,3,6,True,500,51,3,1,235,3940.0,6,False,False,iOS
1,83.0,25.0,7,0,1,True,500,60,1,4,384,110063.0,5,False,False,Customer Success
1,164.0,20.0,9,0,6,True,313,55,3,1,192,0.0,8,False,False,Mac
4,0.0,15.0,6,1,5,True,270,55,3,2,0,89.0,7,True,False,Android
15,86.0,0.0,6,5,5,False,347,54,3,3,363,23228.0,7,False,False,Productivity
33,0.0,0.0,19,5,5,True,474,52,6,1,0,0.0,5,False,False,Fintech
1,111.0,32.0,7,4,5,True,283,37,3,1,506,1738.0,1,True,False,Developer Tools
8,124.0,15.0,14,0,6,True,500,58,3,4,26,0.0,6,False,False,Android
2,0.0,1.0,17,6,5,True,285,51,3,1,0,1732.0,12,True,False,Health & Fitness
1,62.0,149.0,7,3,5,True,482,56,3,1,541,0.0,9,True,False,Mac
26,0.0,46.0,0,3,5,True,465,43,3,1,312,3221.0,9,True,False,Productivity
15,98.0,2.0,7,5,1,True,370,40,3,4,0,714.0,5,False,False,Open Source
63,0.0,0.0,20,5,5,False,329,40,1,1,0,0.0,7,True,False,Design Tools
12,16.0,0.0,14,0,6,True,423,55,3,1,0,337.0,5,False,False,Productivity
4,166.0,0.0,15,1,5,False,500,39,2,1,8,29639.0,4,False,False,Open Source
9,104.0,20.0,16,1,6,True,332,55,3,2,537,0.0,20,True,False,Android
1,17.0,4.0,17,0,5,False,233,44,3,1,477,0.0,9,True,False,Artificial Intelligence
1,41.0,28.0,2,0,5,True,500,60,3,1,836,0.0,7,False,False,Developer Tools
1,0.0,9.0,6,0,6,True,500,26,3,5,64,0.0,6,True,False,Android
1,65.0,67.0,6,5,3,True,500,47,3,9,0,3203.0,6,True,False,iOS
23,0.0,113.0,6,6,5,True,500,54,3,1,293,3365.0,1,False,False,Productivity
4,1.0,11.0,22,5,6,True,372,59,3,2,0,40332.0,8,False,False,Advertising
1,136.0,58.0,19,5,5,True,489,54,3,3,462,4648.0,10,True,False,Android
8,144.0,111.0,4,4,6,True,157,38,2,3,0,3247.0,7,True,False,Developer Tools
7,89.0,1.0,9,3,6,True,480,50,5,1,692,5251.0,3,False,False,Design Tools
10,51.0,10.0,7,3,5,True,449,54,3,1,0,107459.0,5,False,False,Marketing
1,106.0,60.0,23,1,6,True,500,23,2,6,267,4891.0,6,True,False,Android
1,93.0,11.0,8,5,5,False,361,60,4,4,0,5317.0,4,False,False,Messaging
1,173.0,25.0,15,1,5,True,485,48,3,1,756,0.0,9,True,False,Education
16,38.0,96.0,7,3,6,True,227,60,3,1,0,190.0,5,False,False,Productivity
14,73.0,10.0,2,5,6,True,461,57,9,3,414,2771.0,5,False,False,No-Code
65,37.0,17.0,7,3,5,True,393,59,3,5,0,658.0,2,False,False,Web App
1,188.0,32.0,6,3,5,True,375,49,3,1,179,6231.0,5,True,False,Mac
6,124.0,103.0,10,3,5,False,382,57,4,1,0,450.0,5,False,False,Productivity
4,78.0,2.0,8,3,5,True,469,37,3,1,379,0.0,5,False,False,Audio
13,377.0,18.0,16,0,6,True,500,60,3,1,333,97640.0,9,False,False,Chrome Extensions
34,101.0,125.0,6,4,5,True,259,60,3,2,252,53210.0,5,False,False,Productivity
1,46.0,2.0,7,1,1,True,272,60,2,1,386,475.0,6,False,False,Productivity
4,2.0,87.0,1,3,5,False,463,57,1,3,675,1425.0,8,False,False,Linux
7,0.0,1.0,5,1,6,True,100,60,3,1,0,0.0,12,True,False,API
11,90.0,2.0,7,4,5,True,266,60,3,8,773,223.0,9,False,False,Design Tools
1,181.0,4.0,14,0,6,True,53,46,3,1,46,5185.0,8,False,False,Design Tools
16,20.0,39.0,12,5,5,True,178,53,3,1,128,0.0,7,True,False,Couples
9,34.0,21.0,16,2,6,True,500,60,1,1,2237,1476.0,8,False,False,Productivity
6,29.0,125.0,16,4,5,True,446,51,3,2,552,0.0,7,True,False,Chrome Extensions
25,468.0,133.0,7,3,6,True,275,54,3,2,281,5587.0,6,True,False,Web App
14,12.0,10.0,6,1,6,True,491,57,4,1,160,126992.0,5,False,False,Browser Extensions
1,95.0,22.0,7,3,6,True,500,54,3,2,87,988.0,4,True,False,Marketing
14,46.0,10.0,15,5,6,True,313,38,3,1,0,1787.0,7,False,False,Open Source
14,45.0,0.0,7,1,8,True,493,60,2,4,586,0.0,10,False,False,Web App
1,315.0,17.0,8,3,5,True,468,60,3,1,0,170171.0,8,True,False,Android
7,0.0,169.0,10,1,5,True,390,51,3,1,233,3015.0,7,True,False,Productivity
14,0.0,0.0,15,2,6,False,128,28,1,1,0,0.0,6,False,False,Robots
1,100.0,76.0,0,3,6,True,319,40,3,1,424,134604.0,7,True,False,API
8,16.0,101.0,10,5,6,False,472,25,5,0,215,167973.0,8,False,False,Web App
1,197.0,5.0,7,3,5,True,466,60,3,1,127,0.0,10,True,False,Productivity
1,114.0,6.0,7,3,6,False,415,51,4,2,356,1111.0,7,True,False,SaaS
1,24.0,0.0,19,3,5,True,377,57,4,1,170,2525.0,6,False,False,API
2,257.0,0.0,7,2,6,True,354,57,3,3,0,0.0,3,True,False,Marketing
3,55.0,10.0,18,4,5,False,493,37,3,3,9,2587.0,6,False,False,Tech
1,0.0,0.0,19,5,5,False,204,37,3,1,0,1429.0,3,False,False,Sales
222,172.0,5.0,7,4,5,True,346,23,3,2,0,170171.0,4,True,False,Fintech
9,189.0,17.0,0,2,5,True,182,54,3,1,175,1219.0,27,True,False,Email
3,23.0,26.0,8,4,5,True,449,58,3,2,1681,6471.0,3,False,False,Productivity
3,119.0,0.0,7,4,6,False,173,60,4,1,0,0.0,2,False,False,Open Source
8,90.0,2.0,11,0,6,True,58,57,3,4,2785,0.0,6,False,False,Developer Tools
1,0.0,159.0,7,0,5,False,450,38,4,1,0,41634.0,0,False,False,Audio
1,121.0,0.0,23,0,6,True,177,54,4,3,0,2340.0,5,True,False,Analytics
19,66.0,14.0,6,2,4,False,482,56,2,1,450,3584.0,9,True,False,Menu Bar Apps
28,196.0,0.0,7,0,5,True,442,55,5,2,473,0.0,6,False,False,Open Source
1,309.0,0.0,16,6,6,True,448,19,3,2,236,170171.0,9,True,False,Vibe coding
8,67.0,28.0,6,3,5,True,411,55,2,1,178,2680.0,2,True,False,Productivity
1,134.0,0.0,7,4,6,False,201,60,3,1,0,2000.0,6,False,False,Developer Tools
1,0.0,8.0,6,3,6,True,237,41,3,2,0,2212.0,5,False,False,Productivity
13,182.0,105.0,7,0,5,True,285,60,3,0,138,3163.0,3,False,False,Chrome Extensions
5,98.0,101.0,6,4,5,True,348,53,3,4,715,146015.0,5,True,False,Chrome Extensions
19,64.0,0.0,14,2,6,False,416,55,2,1,178,2856.0,5,False,False,Robots
1,0.0,16.0,14,4,5,True,353,60,3,6,0,0.0,6,True,False,Productivity
34,158.0,0.0,7,2,6,True,436,42,3,3,122,0.0,5,True,False,Hiring
98,24.0,83.0,14,2,6,True,453,59,3,1,0,12729.0,6,False,False,Messaging
1,163.0,12.0,7,3,5,True,391,51,3,1,214,2869.0,7,False,False,Mac
11,14.0,64.0,7,4,1,True,500,34,1,1,288,3293.0,6,False,False,Marketing
14,66.0,0.0,6,3,5,False,98,58,4,0,244,2481.0,9,False,False,Growth Hacking
1,91.0,101.0,7,4,5,False,304,52,4,2,0,0.0,5,False,False,Web App
1,0.0,0.0,18,1,6,True,90,56,3,0,0,49781.0,7,False,False,Productivity
1,56.0,9.0,7,1,5,True,335,53,3,1,202,613.0,4,False,False,iOS
4,0.0,50.0,7,0,5,True,275,37,3,3,97,167507.0,7,True,False,Privacy
1,140.0,0.0,11,1,3,True,485,60,2,1,150,3036.0,4,False,False,iOS
1,0.0,0.0,7,6,5,False,500,55,3,1,15,2330.0,8,True,False,Productivity
5,11.0,0.0,7,5,6,True,421,42,3,4,53,3927.0,10,False,False,Web App
10,152.0,20.0,6,3,5,True,190,38,3,3,568,71093.0,8,False,False,Customer Success
3,128.0,7.0,7,6,6,False,309,55,3,1,411,0.0,8,True,False,Productivity
1,236.0,201.0,2,1,6,True,289,54,3,1,0,2020.0,0,True,False,Crypto
19,182.0,67.0,7,0,6,False,500,53,3,2,1967,3417.0,3,False,False,API
15,73.0,19.0,5,2,6,True,230,38,8,1,0,3748.0,4,False,False,Custom Keyboards
11,177.0,20.0,12,3,5,True,230,52,3,1,353,4865.0,11,True,False,Web App
1,164.0,8.0,3,4,1,True,494,54,3,1,668,126017.0,7,False,False,Chrome Extensions
9,43.0,0.0,14,3,1,False,500,46,1,1,0,0.0,5,False,False,Social Media
10,50.0,0.0,6,3,6,True,367,41,3,4,213,954.0,4,False,False,Developer Tools
12,23.0,0.0,6,2,5,True,133,44,4,1,0,0.0,11,False,False,Web App
2,0.0,64.0,17,4,5,False,349,48,3,0,0,0.0,6,False,False,Notes
9,165.0,14.0,6,1,6,False,101,55,2,1,21,93588.0,8,False,False,Design Tools
3,525.0,4.0,7,2,5,False,496,60,4,1,0,5349.0,6,False,False,Mac
1,0.0,14.0,20,5,5,True,403,60,3,1,529,0.0,8,True,False,Hardware
5,60.0,31.0,0,2,6,True,289,56,3,1,885,149045.0,5,False,False,Mac
17,0.0,0.0,6,3,5,True,255,49,3,1,0,2756.0,5,False,False,Design Tools
4,0.0,28.0,9,3,6,True,400,57,3,1,0,2803.0,1,True,False,SaaS
1,44.0,0.0,15,1,5,True,486,59,3,1,2707,0.0,0,True,False,Android
1,43.0,8.0,8,5,5,True,433,48,3,3,17,1806.0,10,False,False,Menu Bar Apps
22,52.0,140.0,7,1,7,True,148,46,3,1,34,0.0,10,False,False,Mac
4,2236.0,0.0,7,4,5,False,271,60,3,1,3,20025.0,5,False,False,Productivity
21,61.0,38.0,6,6,6,True,426,50,3,4,1487,1425.0,7,True,False,Mac
13,15.0,17.0,7,2,5,False,419,53,2,1,138,202.0,8,False,False,Android
4,193.0,9.0,18,2,1,True,87,35,1,2,0,135513.0,6,True,False,Marketing
2,0.0,104.0,12,5,7,True,400,60,3,3,0,1672.0,6,True,False,Android
1,0.0,0.0,7,3,1,True,234,42,3,1,171,0.0,8,True,False,Mac
1,6.0,50.0,16,5,6,False,500,55,4,2,54,2900.0,3,False,False,Music
3,36.0,72.0,0,4,5,True,500,58,3,1,69,498.0,6,True,False,Time Tracking
15,124.0,0.0,13,6,6,True,368,58,1,3,0,2077.0,9,False,False,Software Engineering
3,0.0,63.0,6,4,5,False,347,60,3,1,0,555.0,7,False,False,Developer Tools
18,7.0,0.0,17,5,6,False,194,59,4,0,0,207.0,3,False,False,Productivity
12,101.0,18.0,1,2,1,True,96,54,2,1,0,1321.0,2,False,False,Mac
1,0.0,0.0,6,0,5,True,390,54,1,1,0,5048.0,3,False,False,Chrome Extensions
3,197.0,0.0,23,3,5,True,91,52,3,1,0,3544.0,7,False,False,Productivity
103,0.0,51.0,7,5,5,True,500,39,2,1,3755,6660.0,7,False,False,Health & Fitness
62,0.0,31.0,6,1,6,True,302,55,3,3,552,0.0,9,False,False,Android
1,0.0,20.0,6,4,6,False,190,55,1,1,0,5762.0,0,False,False,Health & Fitness
4,0.0,13.0,6,5,5,False,205,60,5,1,152,0.0,6,False,False,Custom Keyboards
10,142.0,36.0,22,2,6,True,261,53,3,1,313,4093.0,8,False,False,Emoji
5,0.0,0.0,8,2,5,True,269,58,3,1,1322,0.0,9,False,False,Productivity
1,140.0,0.0,7,2,5,True,369,50,3,5,0,0.0,6,True,False,Productivity
1,154.0,20.0,8,5,6,False,234,44,2,4,0,410.0,8,True,False,Android
1,102.0,3.0,6,1,5,True,306,56,2,2,120,0.0,5,True,False,Chrome Extensions
12,109.0,57.0,7,4,5,False,230,59,3,0,324,1712.0,9,True,False,Android
4,16.0,7.0,7,3,5,True,500,50,3,0,0,0.0,5,True,False,Chrome Extensions
11,280.0,3.0,0,1,5,True,494,60,3,4,208,5504.0,13,True,False,iOS
1,22.0,7.0,6,1,5,True,388,55,2,1,275,3234.0,3,True,False,Mac
11,82.0,6.0,6,6,1,True,500,60,3,5,805,0.0,7,False,False,Chrome Extensions
22,987.0,22.0,7,2,6,True,500,53,1,0,128,3437.0,8,True,False,Mac
1,58.0,0.0,7,1,6,True,276,49,4,8,0,0.0,6,True,False,Marketing
