votesCount,commentsCount,launch_hour,weekday,month,year,is_featured,description_length,tagline_length,topic_count,maker_count,maker_total_followers,hunter_followers_count,media_count,has_video,self_launched,primary_topic,hunter_prev_launches,hunter_prev_avg_votes,maker_prev_launches,maker_prev_avg_votes,is_synthetic
1.0,6.0,8,1,7,2023,False,185,53,3,1,5.0,10.0,7,False,True,Open Source,0,1.2,342,2.3,True
107.0,32.0,7,6,5,2026,False,69,60,3,1,2357.0,473.0,6,True,False,Productivity,0,0.0,2,201.8,True
187.0,0.0,6,2,7,2023,False,30,60,3,2,5.0,1108.0,4,True,False,Other,0,0.0,8,1.0,True
16.0,2.0,7,0,7,2023,True,222,60,3,1,5.0,760.0,4,False,False,Other,0,0.0,14,2.9,True
304.0,25.0,7,6,6,2026,True,59,56,3,1,1365.0,12312.0,8,True,False,Productivity,2,0.0,5,260.8,True
1.0,4.0,18,0,7,2023,False,37,24,3,1,1235.0,281.0,1,False,False,Marketing,0,0.0,0,0.0,True
6.0,0.0,10,1,3,2023,False,255,25,3,0,3011.0,2756.0,1,False,True,Developer Tools,0,0.0,0,1.0,True
120.0,3.0,7,3,5,2023,True,70,48,1,1,2250.0,1192.0,7,True,True,Other,0,0.0,9,130.2,True
127.0,0.0,16,4,5,2026,False,210,43,3,5,57735.0,1727.0,7,False,False,Web App,0,0.0,0,3.5,True
1.0,0.0,7,3,5,2023,False,272,57,3,1,4385.0,2330.0,3,False,True,Education,0,3.5,0,0.0,True
279.0,49.0,7,6,7,2026,True,479,44,3,1,1104.0,1510.0,16,True,False,Other,0,41.3,26,191.3,True
21.0,15.0,7,6,3,2023,False,223,57,3,3,5.0,2386.0,2,True,False,Productivity,0,0.0,411,0.0,True
4.0,2.0,12,3,1,2023,True,256,30,4,1,5.0,765.0,3,False,True,Other,0,0.0,4,7.5,True
4.0,4.0,12,3,1,2023,False,225,57,2,1,2674.0,1914.0,4,False,True,Analytics,0,0.0,1,2.0,True
204.0,38.0,7,5,6,2026,True,70,56,4,1,3934.0,313.0,8,False,False,Analytics,2,0.0,0,178.6,True
124.0,13.0,7,3,7,2023,True,253,50,3,9,587279.0,958.0,4,False,False,Productivity,0,0.0,3904,209.83811475409837,False
39.0,0.0,7,4,5,2023,False,184,51,3,1,193861.0,4767.0,6,True,False,Social Media,0,0.0,0,0.8,True
1.0,0.0,21,4,1,2023,True,255,16,1,1,3329.0,980.0,3,False,True,Other,0,0.0,10,5.2,True
253.0,25.0,7,0,5,2026,True,235,46,3,1,5.0,2228.0,6,True,False,Design Tools,0,0.0,1857,193.7,True
30.0,0.0,15,4,7,2023,False,212,30,3,1,5.0,1383.0,1,False,True,Other,0,0.8,0,0.0,True
1.0,2.0,9,3,1,2023,False,181,57,3,1,3933.0,1170.0,1,True,True,Fintech,0,0.0,11,2.4,True
320.0,41.0,7,4,7,2025,False,202,57,3,3,632.0,453.0,4,False,False,Chrome Extensions,0,0.0,278,7.3,True
13.0,18.0,7,1,7,2023,False,248,39,3,3,5.0,5065.0,4,True,True,Design Tools,0,0.0,20,2.4,True
36.0,5.0,15,3,7,2023,False,180,34,2,0,5.0,934.0,1,False,True,Web App,0,0.5,0,2.3,True
5.0,1.0,21,4,5,2023,False,150,33,3,2,63343.0,1035.0,4,False,False,Education,0,0.0,412,192.08252427184465,False
133.0,0.0,7,3,3,2023,True,352,44,3,0,5.0,573.0,6,False,True,Other,0,2.1,0,0.0,True
13.0,2.0,7,4,3,2023,False,219,60,1,3,5.0,773.0,3,False,False,Design Tools,0,2.1,6,1.4,True
912.0,1.0,5,0,5,2023,False,240,36,4,3,103937.0,1265.0,6,True,False,Other,0,2.8,14,0.0,True
134.0,0.0,7,0,5,2026,True,217,50,3,0,5.0,998.0,7,True,False,Productivity,0,0.0,7,5.5,True
291.0,13.0,1,4,7,2026,True,67,60,3,1,2827.0,11837.0,10,True,False,Productivity,14,0.0,0,178.9,True
84.0,3.0,8,4,5,2023,True,118,37,2,1,133.0,3805.0,4,True,True,Social Media,0,0.0,0,0.0,False
156.0,32.0,7,1,7,2026,True,60,60,3,1,1572.0,1677.0,6,False,False,Productivity,0,0.0,5,1.2,True
112.0,101.0,7,3,4,2026,False,19,40,3,1,1026.0,1170.0,4,True,False,Other,0,0.0,2,217.6,True
2.0,1.0,7,3,1,2023,False,214,28,3,1,828.0,3378.0,2,False,True,Other,0,0.0,0,0.0,False
282.0,2.0,7,0,7,2026,True,276,57,3,1,117270.0,962.0,6,True,False,Productivity,0,0.0,0,0.0,True
157.0,9.0,7,5,7,2023,False,79,30,5,1,5071.0,1551.0,5,True,True,Education,0,0.6,0,188.1,True
364.0,55.0,7,5,6,2026,True,34,34,3,2,622.0,168.0,8,True,False,Design Tools,0,0.0,0,0.0,False
86.0,0.0,0,3,5,2023,True,237,48,4,1,5.0,956.0,4,False,False,Other,0,0.0,3,0.8,True
7.0,10.0,7,5,7,2023,True,230,35,3,1,5.0,1543.0,4,False,False,Other,0,0.0,25,2.8,True
60.0,35.0,8,4,6,2026,False,484,39,3,1,232.0,114.0,15,True,False,Android,0,0.0,0,0.0,False
136.0,2.0,15,3,3,2023,True,264,28,3,1,1550.0,856.0,3,False,True,Other,0,0.0,0,4.4,True
16.0,30.0,7,4,7,2023,False,261,21,3,1,1066.0,608.0,5,False,True,Web App,0,1.1,0,2.8,True
4.0,1.0,16,6,5,2023,False,62,40,3,0,14.0,1400.0,3,False,False,Other,0,0.0,0,0.0,False
124.0,15.0,7,2,5,2026,False,58,43,3,1,5.0,4342.0,6,True,False,Productivity,0,0.0,0,0.0,True
94.0,7.0,21,0,3,2023,True,230,42,3,3,305358.0,1045.0,4,False,True,Other,0,0.0,3,0.1,True
639.0,0.0,7,5,7,2023,True,73,33,2,1,5.0,1296.0,4,False,False,iOS,0,0.0,442,1.5,True
3.0,2.0,7,4,7,2023,False,203,33,3,1,469.0,2410.0,4,True,True,API,0,0.0,0,0.0,False
2.0,1.0,8,3,1,2023,False,270,57,1,1,3447.0,5218.0,3,False,True,Education,0,0.0,1,1.7,True
21.0,2.0,7,4,5,2023,False,243,48,3,1,5.0,45.0,6,True,False,Other,0,0.0,0,181.1,True
569.0,74.0,1,3,7,2026,True,483,60,3,15,2088.0,23551.0,6,True,False,Other,13,250.6,23,299.6,True
538.0,80.0,9,3,3,2026,True,64,46,3,1,77103.0,301.0,6,False,False,Fintech,0,0.0,2,0.2,True
148.0,33.0,7,4,9,2026,False,40,60,3,1,180810.0,19403.0,4,True,False,Productivity,0,0.2,34,540.5,True
1.0,0.0,22,3,5,2023,True,208,34,3,1,5.0,2164.0,2,False,True,Android,0,0.0,0,0.1,True
4.0,1.0,12,4,1,2023,False,112,39,3,1,370.0,2838.0,4,True,True,Other,0,0.0,0,0.0,False
160.0,11.0,7,6,7,2026,True,51,47,3,3,5.0,661.0,9,False,False,Productivity,0,0.0,0,0.0,True
184.0,9.0,0,3,5,2026,True,338,59,3,1,1972.0,4131.0,2,False,False,Email,1,184.0,1,184.0,False
117.0,0.0,3,0,7,2023,True,259,37,4,1,5.0,2588.0,1,False,True,Education,0,1.2,0,2.3,True
140.0,0.0,20,3,7,2023,True,252,43,3,1,1323.0,79.0,4,False,True,Design Tools,0,1.9,12,0.0,True
117.0,89.0,7,4,11,2024,True,59,58,3,1,742.0,1548.0,8,False,False,Design Tools,0,0.0,0,0.0,True
262.0,295.0,7,1,6,2026,True,63,60,3,1,4147.0,1125.0,5,True,False,API,17,0.4,7,0.0,True
3.0,0.0,1,3,1,2023,False,270,20,2,0,352.0,3601.0,9,False,False,Android,0,0.0,0,0.0,False
85.0,2.0,7,5,7,2026,False,280,38,3,1,5.0,990.0,5,True,True,Other,0,0.0,339,0.0,True
123.0,52.0,7,0,7,2026,False,46,30,3,1,445.0,3509.0,4,False,False,Other,1,0.0,438,0.3,True
94.0,3.0,7,4,3,2023,True,265,54,3,3,38481.0,2793.0,1,False,True,Android,0,0.0,59,0.0,True
22.0,0.0,5,4,5,2023,False,184,30,3,1,5.0,901.0,3,False,True,Other,0,0.0,0,0.0,True
122.0,1.0,7,2,5,2023,False,69,42,3,1,1920.0,676.0,4,True,True,Other,0,0.0,0,0.0,True
17.0,2.0,0,5,6,2026,False,429,44,3,1,234.0,626.0,3,False,False,Email,0,0.0,0,0.0,False
148.0,0.0,9,5,7,2023,False,248,29,4,1,5.0,634.0,4,False,True,Marketing,0,0.0,0,2.0,True
507.0,8.0,7,4,5,2026,False,54,37,3,3,1294.0,2279.0,6,True,False,Design Tools,0,0.0,7,20.9,True
12.0,2.0,7,3,7,2023,True,292,58,3,1,5.0,699.0,6,True,False,Design Tools,0,0.0,0,1.9,True
130.0,14.0,7,2,7,2026,False,31,31,2,3,665.0,3155.0,4,False,True,Productivity,1,17.0,1,17.0,False
1.0,2.0,13,0,3,2023,True,266,37,3,1,1534.0,2060.0,4,False,True,iOS,0,0.0,310,2.1,True
203.0,61.0,7,2,6,2026,False,59,58,3,2,2131.0,840.0,9,True,False,Other,0,1.2,6,263.4,True
617.0,128.0,7,6,7,2026,True,58,58,3,1,20.0,4057.0,6,True,False,Design Tools,0,0.0,0,0.0,False
158.0,8.0,7,4,7,2026,False,67,25,3,1,1861.0,2858.0,4,True,False,Other,0,0.0,0,217.7,True
37.0,2.0,7,1,7,2023,True,58,39,3,1,5.0,1072.0,6,True,False,Hiring,0,1.7,799,0.0,True
93.0,76.0,7,1,3,2023,False,30,60,3,1,2844.0,1119.0,6,True,False,Open Source,0,0.0,1552,0.5,True
14.0,1.0,0,5,6,2026,False,255,57,3,1,215.0,763.0,2,True,False,iOS,0,0.0,0,0.0,False
5.0,1.0,7,5,5,2023,False,244,56,3,1,522.0,1196.0,6,False,True,Productivity,2,5.5,2,5.5,False
429.0,33.0,7,2,6,2026,True,67,52,3,1,688.0,5227.0,6,True,False,Other,1,141.5,18,3.9,True
15.0,0.0,19,3,3,2023,False,409,49,1,1,1038.0,642.0,3,False,True,SaaS,0,0.0,370,229.3,True
195.0,35.0,7,3,7,2023,True,256,32,3,1,418.0,3400.0,4,True,True,Chrome Extensions,0,0.0,0,0.0,False
236.0,16.0,7,0,5,2026,True,56,39,3,3,3399.0,1059.0,4,True,False,Artificial Intelligence,0,0.0,10,212.4,True
2.0,0.0,7,5,7,2023,False,281,28,3,1,3046.0,2527.0,0,False,True,Marketing,0,0.0,0,0.0,True
9.0,1.0,14,4,1,2023,False,231,60,4,0,60.0,695.0,1,True,True,Design Tools,0,0.0,1,0.0,True
151.0,3.0,1,3,7,2023,True,214,34,3,6,37852.0,608.0,4,True,False,Other,0,1.4,7,0.4,True
17.0,0.0,13,3,7,2023,False,255,59,3,1,943.0,2620.0,6,True,True,Open Source,0,1.5,0,0.0,True
16.0,0.0,7,4,7,2023,False,267,43,2,1,5.0,3225.0,4,False,True,Android,0,0.0,0,0.0,True
135.0,0.0,7,5,5,2023,False,277,29,3,2,759.0,1387.0,6,False,True,Design Tools,0,0.0,0,0.5,True
302.0,89.0,0,0,6,2026,False,49,55,3,1,5.0,4389.0,4,False,False,Productivity,1,156.2,2,243.4,True
172.0,9.0,16,2,10,2019,True,102,20,3,1,217.0,1975.0,2,False,False,Other,0,0.0,0,0.0,False
211.0,0.0,7,0,5,2023,True,60,37,3,1,5.0,3514.0,4,False,False,Productivity,0,0.0,1091,218.8,True
108.0,6.0,9,1,5,2023,False,250,39,3,2,3174.0,2452.0,3,False,False,Android,0,0.1,15,0.0,True
505.0,166.0,7,2,7,2026,True,59,59,3,1,139.0,752.0,8,True,True,API,0,0.0,0,0.0,False
159.0,3.0,7,1,7,2023,False,259,45,5,1,5.0,1268.0,8,False,False,Productivity,0,0.0,0,0.0,True
113.0,0.0,13,0,3,2023,True,266,26,4,0,42.0,948.0,4,False,True,Education,0,0.0,205,0.0,True
77.0,1.0,9,1,3,2023,True,256,58,3,1,343.0,12259.0,6,True,True,Other,0,0.0,0,0.0,False
163.0,14.0,7,4,7,2026,True,42,49,3,1,881.0,13240.0,7,True,False,Design Tools,0,0.0,10,0.0,True
1.0,0.0,7,3,3,2023,False,260,41,2,1,5.0,141.0,1,False,True,Other,0,0.0,2,1.6,True
3.0,0.0,19,0,7,2023,False,279,29,3,3,5.0,1101.0,6,False,True,Design Tools,0,0.0,0,0.4,True
399.0,2.0,7,1,7,2023,False,237,28,3,1,2771.0,1917.0,3,False,True,Developer Tools,0,0.0,0,0.0,True
110.0,0.0,4,4,5,2023,True,255,32,4,1,1552.0,1242.0,5,False,True,SaaS,0,0.4,9,0.0,True
9.0,0.0,7,4,11,2023,True,226,35,1,1,2979.0,4501.0,6,False,True,Developer Tools,0,1.2,0,0.0,True
3.0,1.0,19,5,5,2023,False,132,58,3,0,97.0,2528.0,3,True,False,SaaS,0,0.0,0,0.0,False
98.0,0.0,7,4,3,2023,False,265,44,3,1,5.0,1204.0,6,False,True,Chrome Extensions,0,0.0,4,192.4,True
241.0,54.0,7,3,7,2026,False,482,55,3,1,4124.0,10.0,6,True,False,Other,8,0.0,25,0.0,True
125.0,9.0,7,1,5,2026,True,56,59,3,1,5.0,446.0,8,True,False,Fintech,0,0.0,2252,0.2,True
241.0,7.0,7,3,7,2026,False,66,57,1,2,5.0,33096.0,6,True,False,Productivity,0,0.5,13,0.0,True
163.0,3.0,7,1,7,2026,True,52,60,3,1,432.0,3529.0,8,False,False,Other,0,0.0,0,0.0,True
182.0,10.0,7,4,5,2023,True,62,58,3,1,5.0,133.0,4,False,True,Other,0,0.0,27,0.0,True
430.0,248.0,7,0,7,2025,True,67,31,3,1,4752.0,713.0,8,True,False,Developer Tools,0,0.0,7,311.8,True
225.0,0.0,7,4,5,2023,True,74,40,1,1,5.0,4746.0,6,False,False,Productivity,0,0.0,0,0.0,True
115.0,3.0,7,0,7,2023,True,58,42,3,3,1898.0,3748.0,4,False,True,Other,0,0.0,0,0.0,True
12.0,4.0,7,4,3,2023,True,248,22,1,1,5.0,866.0,1,False,True,Design Tools,0,0.0,8,3.1,True
161.0,21.0,7,4,7,2026,True,236,53,3,1,5.0,553.0,4,False,False,SaaS,0,0.0,0,1.2,True
479.0,24.0,7,4,6,2026,True,35,39,3,1,300084.0,608.0,4,True,False,Other,1,0.3,23,0.0,True
113.0,22.0,0,1,5,2026,True,282,54,3,1,218.0,844.0,4,False,False,Mac,0,0.0,0,0.0,False
4.0,102.0,7,4,5,2025,False,130,45,3,1,5.0,2864.0,6,False,True,Android,0,0.0,0,1.5,True
12.0,0.0,15,4,7,2023,True,63,54,3,1,4710.0,3050.0,8,False,True,Productivity,0,0.0,360,0.0,True
6.0,0.0,4,1,3,2023,True,194,60,2,1,1533.0,702.0,3,False,True,Design Tools,0,0.0,8,0.0,True
1.0,0.0,14,3,7,2023,False,261,14,3,1,5.0,3627.0,3,False,True,Other,0,0.0,0,0.5,True
16.0,0.0,7,0,3,2023,True,258,32,3,0,5.0,1199.0,1,False,True,Productivity,0,0.0,0,0.0,True
77.0,46.0,7,5,7,2024,False,286,46,3,0,2817.0,3142.0,3,False,False,Developer Tools,0,0.0,0,2.0,True
103.0,0.0,7,3,7,2023,False,242,48,3,1,5.0,1870.0,3,False,True,Fintech,0,0.0,27,4.2,True
6.0,1.0,12,3,3,2023,False,245,48,1,0,5.0,666.0,1,True,True,Fintech,0,0.0,0,2.0,True
1.0,0.0,18,3,7,2023,False,232,26,1,1,2862.0,1007.0,3,False,True,Other,0,0.0,0,0.0,True
285.0,2.0,7,1,6,2026,True,45,54,3,2,2018.0,10110.0,6,False,False,Productivity,0,0.0,11,0.0,True
152.0,208.0,4,5,5,2023,False,237,35,3,1,5.0,4267.0,5,True,False,Productivity,0,0.0,17,191.4,True
120.0,0.0,7,3,5,2023,False,415,34,3,1,1291.0,1829.0,6,True,False,Productivity,0,0.0,8,4.6,True
5.0,3.0,23,5,1,2023,True,157,28,2,1,924.0,661.0,2,False,True,Other,0,0.0,0,0.0,True
97.0,1.0,7,4,7,2023,False,271,36,3,1,706.0,1729.0,6,False,True,Other,0,0.0,17,0.0,True
3.0,0.0,7,3,3,2023,True,264,43,2,1,5.0,4082.0,3,False,True,Design Tools,0,0.0,3,207.2,True
4.0,0.0,7,3,7,2023,False,104,47,2,4,5.0,736.0,6,False,True,Android,0,0.0,0,0.0,True
74.0,53.0,7,3,7,2026,False,299,39,1,6,2726.0,699.0,3,False,False,Social Media,0,0.0,3150,1.5,True
2.0,0.0,23,1,7,2023,False,276,49,3,1,5.0,12662.0,4,False,True,Other,0,0.0,0,2.2,True
18.0,0.0,7,3,7,2023,False,47,60,1,1,5.0,2581.0,8,True,True,Open Source,0,0.0,0,1.2,True
248.0,63.0,7,0,6,2026,True,58,58,3,1,115.0,93.0,4,True,False,Productivity,0,0.0,0,0.0,False
101.0,0.0,7,3,7,2023,True,267,52,2,1,136272.0,971.0,8,True,True,Android,0,0.0,10,195.0,True
150.0,14.0,7,4,7,2025,True,68,45,3,0,257987.0,862.0,7,True,False,Fintech,11,0.0,2,0.0,True
21.0,0.0,7,3,3,2023,True,255,37,2,0,5.0,3617.0,2,False,True,Marketing,0,0.0,27,2.4,True
325.0,14.0,20,0,5,2026,True,65,51,3,3,5.0,12545.0,6,True,False,Productivity,0,0.0,10,0.0,True
516.0,50.0,16,5,8,2024,True,63,53,3,1,348.0,374.0,1,False,False,Productivity,0,0.0,0,0.0,False
2.0,0.0,15,3,3,2023,True,158,35,1,1,22763.0,2154.0,3,False,False,Productivity,0,0.0,0,0.0,True
148.0,22.0,7,2,7,2026,False,66,55,3,1,3913.0,213.0,5,True,False,Fintech,0,0.0,0,1.1,True
122.0,0.0,7,4,7,2023,False,254,49,5,1,5.0,2126.0,3,False,True,Health & Fitness,0,0.0,0,0.0,True
113.0,28.0,7,2,7,2023,True,39,44,4,1,473322.0,2866.0,6,True,False,Productivity,0,0.0,15,355.0,True
108.0,9.0,7,3,7,2026,False,47,47,3,3,226.0,103.0,7,False,True,Developer Tools,0,0.0,0,0.0,False
2.0,1.0,5,5,1,2023,False,181,52,3,1,940.0,523.0,3,False,True,Education,0,0.0,0,0.0,False
158.0,11.0,7,4,5,2026,True,33,44,3,7,5.0,2591.0,4,True,True,iOS,6,0.0,0,199.7,True
107.0,0.0,7,4,7,2026,True,271,60,5,1,2808.0,3250.0,6,False,True,Design Tools,0,0.0,4,3.7,True
10.0,2.0,10,5,3,2023,False,275,50,2,1,5.0,2503.0,4,False,True,Design Tools,0,2.5,5,0.9,True
77.0,7.0,8,4,1,2023,True,260,26,4,1,23.0,3460.0,3,False,True,Chrome Extensions,0,0.0,0,0.0,False
299.0,55.0,7,2,7,2023,True,246,39,5,4,199554.0,2436.0,7,False,False,Productivity,0,0.0,1317,184.20956719817767,False
272.0,42.0,7,2,6,2026,True,34,55,3,3,2754.0,12307.0,5,True,False,Other,1,0.8,1,223.7,True
108.0,43.0,7,3,5,2026,True,71,28,3,1,3415.0,768.0,7,True,False,Other,0,0.0,9,2.6,True
1.0,0.0,11,1,5,2023,True,208,44,4,0,5.0,1923.0,3,False,True,Fintech,0,0.0,16,3.2,True
296.0,105.0,1,2,6,2026,True,71,47,3,1,148.0,1693.0,6,True,False,Design Tools,0,153.6,46,3.8,True
17.0,0.0,16,3,3,2023,True,259,60,3,1,5.0,2568.0,5,True,True,Design Tools,0,0.0,13,0.0,True
259.0,11.0,1,0,7,2026,True,61,54,3,6,205606.0,7005.0,5,True,False,Other,24,1.1,241,191.6,True
272.0,7.0,7,3,7,2026,True,467,41,3,3,1097.0,2738.0,8,False,False,Design Tools,0,0.0,0,0.0,True
162.0,0.0,7,5,7,2023,False,289,46,3,1,5.0,6493.0,5,False,False,Health & Fitness,0,0.0,0,219.5,True
11.0,2.0,20,3,3,2023,True,238,55,1,1,5.0,649.0,2,False,True,Android,0,0.0,0,1.0,True
1.0,2.0,18,3,5,2023,False,179,30,4,2,5.0,4178.0,1,False,True,Other,0,0.0,9,1.7,True
123.0,2.0,7,2,5,2026,True,47,59,3,1,1310.0,2794.0,6,False,False,Fintech,0,0.0,401,1.4,True
482.0,10.0,7,4,7,2026,True,67,35,3,1,2965.0,380.0,9,True,False,Fintech,0,0.0,22,3.1,True
62.0,47.0,7,1,6,2026,False,269,58,3,1,851.0,443.0,7,True,False,Artificial Intelligence,0,0.0,0,3.2,True
28.0,0.0,7,0,7,2023,False,262,32,2,3,5.0,2216.0,1,True,True,Other,0,0.0,417,0.0,True
105.0,5.0,7,4,5,2026,False,58,28,3,1,2832.0,1912.0,5,False,False,Artificial Intelligence,0,0.0,4,0.0,True
192.0,49.0,7,0,7,2026,True,58,45,3,3,5.0,2185.0,4,True,False,Email,0,257.4,0,2.9,True
232.0,9.0,7,0,6,2026,True,62,55,3,2,5688.0,5936.0,6,True,False,Productivity,0,0.0,13,345.3,True
11.0,3.0,17,4,1,2023,False,248,55,3,1,81.0,1555.0,2,True,True,Hiring,0,0.0,0,0.0,False
10.0,0.0,17,0,5,2023,False,257,59,2,5,166956.0,2534.0,2,True,True,Android,0,0.8,0,0.7,True
91.0,1.0,7,0,5,2023,True,394,52,3,1,5.0,2155.0,5,False,False,Productivity,0,0.0,0,0.0,True
1.0,0.0,5,3,1,2023,False,249,58,1,1,4235.0,473.0,0,False,True,Other,0,0.0,8,0.8,True
365.0,103.0,7,0,7,2026,True,52,40,3,2,3806.0,3903.0,6,True,False,Productivity,0,172.1,29,0.0,True
258.0,25.0,7,4,6,2026,True,68,58,3,3,5.0,9468.0,6,True,False,Open Source,0,0.3,0,0.1,True
525.0,2.0,22,0,5,2023,True,262,51,2,1,5.0,78.0,2,False,True,Education,0,0.0,0,1.6,True
4.0,1.0,12,3,7,2023,False,149,48,3,1,718.0,17.0,3,False,True,Other,0,0.0,0,0.0,False
1.0,2.0,14,5,5,2023,False,249,58,2,1,5.0,1106.0,2,False,True,Other,0,4.1,0,0.7,True
185.0,2.0,16,4,7,2026,False,258,45,1,3,771.0,685.0,7,True,True,Productivity,0,0.0,0,0.0,True
169.0,18.0,7,0,5,2023,True,394,26,3,1,5.0,6313.0,5,True,False,Other,0,0.0,4,0.0,True
237.0,97.0,7,2,7,2026,True,249,59,3,3,91324.0,288.0,5,False,False,Other,0,0.0,8,0.4,True
289.0,9.0,1,4,5,2026,True,52,52,3,1,158.0,1221.0,6,True,False,Mac,0,0.0,0,0.0,True
190.0,15.0,7,3,7,2026,True,65,58,3,3,5.0,2591.0,6,False,False,Other,0,0.0,0,3.2,True
103.0,0.0,16,1,7,2023,True,51,60,3,3,5.0,3939.0,5,True,True,Web App,0,0.0,0,4.5,True
12.0,0.0,6,4,3,2023,False,171,36,1,1,2040.0,1046.0,1,False,True,Other,0,0.0,3,2.5,True
126.0,1.0,7,3,7,2026,True,49,56,4,1,47450.0,1868.0,3,False,True,Marketing,0,0.0,3,0.0,True
92.0,1.0,7,1,7,2026,False,51,18,3,3,183.0,1237.0,5,False,False,Other,0,0.0,0,79.5,True
22.0,4.0,17,4,5,2023,False,224,32,2,1,5.0,10.0,5,False,True,Other,0,0.1,1,2.1,True
9.0,0.0,6,3,3,2023,False,225,45,2,1,206.0,1557.0,1,True,True,Other,0,0.0,0,2.7,True
18.0,0.0,7,5,3,2023,False,161,51,3,0,5.0,5131.0,2,False,True,Design Tools,0,0.0,6,3.6,True
3.0,1.0,23,3,1,2023,False,176,41,3,1,1317.0,1411.0,2,True,True,Android,0,0.0,0,0.0,False
111.0,4.0,9,4,5,2026,False,279,51,3,1,67.0,2886.0,6,True,False,Other,0,3.3,0,0.0,True
133.0,5.0,7,4,3,2023,False,45,45,3,2,68026.0,3092.0,1,False,True,Other,0,0.0,8,227.6,True
104.0,38.0,7,3,7,2026,True,59,48,3,3,3449.0,890.0,6,True,False,Productivity,0,0.0,10,3.1,True
107.0,56.0,7,6,5,2026,True,31,36,3,1,1096.0,834.0,6,True,False,API,0,0.0,0,3.8,True
109.0,20.0,7,6,5,2026,True,47,51,3,1,4019.0,8905.0,7,True,False,Email,0,0.0,0,391.2,True
29.0,0.0,7,0,6,2026,False,42,42,1,2,85.0,896.0,7,False,False,Productivity,0,0.0,0,0.0,False
120.0,3.0,7,3,7,2023,True,241,37,1,1,4435.0,4720.0,6,True,True,Design Tools,0,1.2,18,210.2,True
17.0,2.0,7,0,7,2025,False,191,54,2,1,393.0,1805.0,6,True,True,Artificial Intelligence,0,0.0,0,0.0,True
58.0,1.0,13,3,1,2023,True,194,56,1,1,395.0,1505.0,13,True,True,SaaS,0,0.0,0,0.0,False
207.0,88.0,7,1,6,2023,True,48,40,3,3,287522.0,776.0,7,False,False,iOS,0,0.6,22,226.4,True
1.0,2.0,13,4,7,2023,True,231,54,3,1,3266.0,146.0,3,False,False,Artificial Intelligence,0,0.0,0,0.5,True
125.0,2.0,7,4,5,2023,False,210,45,3,1,2067.0,839.0,1,False,False,Design Tools,0,0.0,15,0.1,True
73.0,6.0,7,1,3,2023,True,146,48,3,1,578.0,5497.0,7,True,True,Design Tools,0,0.0,0,0.0,False
13.0,0.0,7,4,3,2023,False,148,51,2,0,167800.0,477.0,1,False,True,API,0,0.0,4,2.1,True
11.0,2.0,11,5,5,2023,False,257,37,1,1,277.0,4179.0,3,False,True,Productivity,0,0.0,0,0.0,False
146.0,5.0,16,0,5,2023,True,274,43,3,1,1160.0,913.0,3,True,False,Productivity,0,0.0,0,0.0,True
181.0,125.0,7,1,7,2023,True,453,27,3,1,371.0,2982.0,7,True,False,Productivity,0,0.0,0,0.0,True
135.0,39.0,0,6,7,2026,True,56,58,3,1,1272.0,2277.0,6,True,False,API,0,0.0,473,3.8,True
676.0,18.0,7,5,5,2024,False,47,53,3,1,5.0,5939.0,6,True,False,Other,0,42.8,408,3.0,True
17.0,1.0,7,4,1,2023,True,239,34,2,1,5.0,3517.0,3,False,True,Artificial Intelligence,0,1.8,12,0.0,True
113.0,9.0,7,1,7,2023,True,68,60,3,4,1757.0,2048.0,7,True,False,Design Tools,0,0.0,0,0.0,True
70.0,0.0,8,1,3,2023,True,252,43,1,1,1970.0,966.0,12,False,True,Productivity,0,0.0,20,2.3,True
398.0,318.0,7,4,5,2023,True,257,49,2,11,579072.0,1652.0,7,True,False,Productivity,0,0.0,3850,186.2467532467533,False
17.0,0.0,14,0,7,2023,True,233,40,3,0,1581.0,2298.0,3,False,True,Other,0,0.0,11,4.0,True
1.0,6.0,18,6,5,2023,False,267,39,4,1,5.0,1051.0,1,False,False,Other,0,0.0,1,0.9,True
11.0,1.0,9,3,5,2023,False,235,39,3,3,5.0,1082.0,3,False,True,Other,0,0.0,0,1.8,True
23.0,0.0,14,0,10,2023,False,248,45,1,1,250.0,62.0,4,False,False,Fintech,0,0.0,0,5.7,True
121.0,15.0,7,1,6,2026,False,53,53,3,3,397.0,2624.0,7,False,True,Other,0,0.0,0,0.0,False
19.0,2.0,18,6,3,2023,True,183,45,5,1,175185.0,612.0,6,False,True,Productivity,0,0.0,18,2.2,True
171.0,68.0,7,4,5,2026,False,58,46,3,2,5.0,2972.0,8,True,False,Other,0,0.0,0,1.6,True
193.0,3.0,7,1,3,2025,True,196,25,3,6,2835.0,2058.0,4,False,False,Design Tools,0,0.0,1666,0.0,True
31.0,17.0,7,6,7,2023,False,275,24,2,1,5.0,1108.0,5,False,False,Design Tools,0,0.0,530,2.2,True
13.0,3.0,7,5,6,2026,False,53,53,3,3,111.0,5064.0,7,False,False,Productivity,0,0.0,0,0.0,False
1.0,0.0,13,3,3,2023,False,236,24,4,1,3323.0,1272.0,0,False,True,Android,0,0.0,0,5.0,True
125.0,5.0,7,4,7,2026,True,146,59,3,2,1930.0,4387.0,5,False,False,API,0,0.0,0,0.0,True
121.0,26.0,20,1,5,2023,True,260,47,3,1,5.0,857.0,5,False,False,Productivity,0,0.0,1,4.5,True
