votesCount,commentsCount,launch_hour,weekday,month,year,is_featured,description_length,tagline_length,topic_count,maker_count,maker_total_followers,hunter_followers_count,media_count,has_video,self_launched,primary_topic,hunter_prev_launches,hunter_prev_avg_votes,maker_prev_launches,maker_prev_avg_votes,is_synthetic,SUCCESS,total_social_reach,log_social_reach,log_maker_followers,log_hunter_followers,log_description_length,log_tagline_length,log_media_count,sin_hour,cos_hour,is_weekend,launch_window,has_video_int,media_x_video,self_launched_int,log_hunter_prev_launches,log_hunter_prev_avg_votes,log_maker_prev_launches,log_maker_prev_avg_votes,primary_topic_grouped
4.0,1.0,12,3,7,2023,False,149,48,3,1,718.0,17.0,3,False,True,Other,0,0.0,0,0.0,False,0,735.0,6.601230118728877,6.577861357721047,2.8903717578961645,5.0106352940962555,3.8918202981106265,1.3862943611198906,1.2246467991473532e-16,-1.0,0,afternoon,0,0,1,0.0,0.0,0.0,0.0,Other
1.0,2.0,14,5,5,2023,False,249,58,2,1,5.0,1106.0,2,False,True,Other,0,4.1,0,0.7,True,0,1111.0,7.013915474810528,1.791759469228055,7.009408932708637,5.521460917862246,4.07753744390572,1.0986122886681098,-0.4999999999999998,-0.8660254037844388,1,afternoon,0,0,1,0.0,1.62924053973028,0.0,0.5306282510621704,Other
185.0,2.0,16,4,7,2026,False,258,45,1,3,771.0,685.0,7,True,True,Productivity,0,0.0,0,0.0,True,1,1456.0,7.284134806195205,6.648984550024776,6.530877627725885,5.556828061699537,3.828641396489095,2.0794415416798357,-0.8660254037844384,-0.5000000000000004,0,afternoon,1,7,1,0.0,0.0,0.0,0.0,Productivity
169.0,18.0,7,0,5,2023,True,394,26,3,1,5.0,6313.0,5,True,False,Other,0,0.0,4,0.0,True,1,6318.0,8.751316246773456,1.791759469228055,8.750524669117937,5.978885764901122,3.295836866004329,1.791759469228055,0.9659258262890683,-0.25881904510252063,0,morning,1,5,0,0.0,0.0,1.6094379124341003,0.0,Other
237.0,97.0,7,2,7,2026,True,249,59,3,3,91324.0,288.0,5,False,False,Other,0,0.0,8,0.4,True,1,91612.0,11.425328461989713,11.422179851663483,5.666426688112432,5.521460917862246,4.0943445622221,1.791759469228055,0.9659258262890683,-0.25881904510252063,0,morning,0,0,0,0.0,0.0,2.1972245773362196,0.33647223662121295,Other
289.0,9.0,1,4,5,2026,True,52,52,3,1,158.0,1221.0,6,True,False,Mac,0,0.0,0,0.0,True,1,1379.0,7.22983877815125,5.0689042022202315,7.108244139731541,3.970291913552122,3.970291913552122,1.9459101490553132,0.25881904510252074,0.9659258262890683,0,late_night,1,6,0,0.0,0.0,0.0,0.0,Mac
190.0,15.0,7,3,7,2026,True,65,58,3,3,5.0,2591.0,6,False,False,Other,0,0.0,0,3.2,True,1,2596.0,7.862112211662748,1.791759469228055,7.860185057472165,4.189654742026425,4.07753744390572,1.9459101490553132,0.9659258262890683,-0.25881904510252063,0,morning,0,0,0,0.0,0.0,0.0,1.4350845252893227,Other
103.0,0.0,16,1,7,2023,True,51,60,3,3,5.0,3939.0,5,True,True,Web App,0,0.0,0,4.5,True,0,3944.0,8.280204233279974,1.791759469228055,8.27893600229198,3.9512437185814275,4.110873864173311,1.791759469228055,-0.8660254037844384,-0.5000000000000004,0,afternoon,1,5,1,0.0,0.0,0.0,1.7047480922384253,Web App
12.0,0.0,6,4,3,2023,False,171,36,1,1,2040.0,1046.0,1,False,True,Other,0,0.0,3,2.5,True,0,3086.0,8.034955024502159,7.621195162809845,6.953684210870537,5.147494476813453,3.6109179126442243,0.6931471805599453,1.0,6.123233995736766e-17,0,morning,0,0,1,0.0,0.0,1.3862943611198906,1.252762968495368,Other
126.0,1.0,7,3,7,2026,True,49,56,4,1,47450.0,1868.0,3,False,True,Marketing,0,0.0,3,0.0,True,1,49318.0,10.806064681322521,10.767452878631598,7.533158807455563,3.912023005428146,4.04305126783455,1.3862943611198906,0.9659258262890683,-0.25881904510252063,0,morning,0,0,1,0.0,0.0,1.3862943611198906,0.0,Marketing
92.0,1.0,7,1,7,2026,False,51,18,3,3,183.0,1237.0,5,False,False,Other,0,0.0,0,79.5,True,0,1420.0,7.259116128097101,5.214935757608986,7.121252453244542,3.9512437185814275,2.9444389791664403,1.791759469228055,0.9659258262890683,-0.25881904510252063,0,morning,0,0,0,0.0,0.0,0.0,4.388257184424518,Other
22.0,4.0,17,4,5,2023,False,224,32,2,1,5.0,10.0,5,False,True,Other,0,0.1,1,2.1,True,0,15.0,2.772588722239781,1.791759469228055,2.3978952727983707,5.41610040220442,3.4965075614664802,1.791759469228055,-0.9659258262890683,-0.25881904510252063,0,afternoon,0,0,1,0.0,0.09531017980432487,0.6931471805599453,1.1314021114911006,Other
9.0,0.0,6,3,3,2023,False,225,45,2,1,206.0,1557.0,1,True,True,Other,0,0.0,0,2.7,True,0,1763.0,7.475339236566737,5.332718793265369,7.351158226430694,5.420534999272286,3.828641396489095,0.6931471805599453,1.0,6.123233995736766e-17,0,morning,1,1,1,0.0,0.0,0.0,1.308332819650179,Other
18.0,0.0,7,5,3,2023,False,161,51,3,0,5.0,5131.0,2,False,True,Design Tools,0,0.0,6,3.6,True,0,5136.0,8.544224530467268,1.791759469228055,8.543250725735527,5.087596335232384,3.9512437185814275,1.0986122886681098,0.9659258262890683,-0.25881904510252063,1,morning,0,0,1,0.0,0.0,1.9459101490553132,1.5260563034950494,Design Tools
3.0,1.0,23,3,1,2023,False,176,41,3,1,1317.0,1411.0,2,True,True,Android,0,0.0,0,0.0,False,0,2728.0,7.911690520708339,7.183870715062453,7.252762418053187,5.176149732573829,3.7376696182833684,1.0986122886681098,-0.25881904510252157,0.9659258262890681,0,evening,1,2,1,0.0,0.0,0.0,0.0,Android
111.0,4.0,9,4,5,2026,False,279,51,3,1,67.0,2886.0,6,True,False,Other,0,3.3,0,0.0,True,1,2953.0,7.9909154630913255,4.219507705176107,7.967973179662935,5.634789603169249,3.9512437185814275,1.9459101490553132,0.7071067811865476,-0.7071067811865475,0,morning,1,6,0,0.0,1.4586150226995167,0.0,0.0,Other
133.0,5.0,7,4,3,2023,False,45,45,3,2,68026.0,3092.0,1,False,True,Other,0,0.0,8,227.6,True,1,71118.0,11.172109809346527,11.127659964174779,8.03689677268507,3.828641396489095,3.828641396489095,0.6931471805599453,0.9659258262890683,-0.25881904510252063,0,morning,0,0,1,0.0,0.0,2.1972245773362196,5.43197375136071,Other
104.0,38.0,7,3,7,2026,True,59,48,3,3,3449.0,890.0,6,True,False,Productivity,0,0.0,10,3.1,True,0,4339.0,8.375629627094451,8.146129510025405,6.792344427470809,4.0943445622221,3.8918202981106265,1.9459101490553132,0.9659258262890683,-0.25881904510252063,0,morning,1,6,0,0.0,0.0,2.3978952727983707,1.410986973710262,Productivity
107.0,56.0,7,6,5,2026,True,31,36,3,1,1096.0,834.0,6,True,False,API,0,0.0,0,3.8,True,1,1930.0,7.565793282428515,7.00033446027523,6.727431724850855,3.4657359027997265,3.6109179126442243,1.9459101490553132,0.9659258262890683,-0.25881904510252063,1,morning,1,6,0,0.0,0.0,0.0,1.5686159179138452,API
109.0,20.0,7,6,5,2026,True,47,51,3,1,4019.0,8905.0,7,True,False,Email,0,0.0,0,391.2,True,1,12924.0,9.46691869937663,8.299037181613066,9.094480485881647,3.871201010907891,3.9512437185814275,2.0794415416798357,0.9659258262890683,-0.25881904510252063,1,morning,1,7,0,0.0,0.0,0.0,5.971771913762246,Other
29.0,0.0,7,0,6,2026,False,42,42,1,2,85.0,896.0,7,False,False,Productivity,0,0.0,0,0.0,False,0,981.0,6.889591308354466,4.454347296253507,6.799055862058796,3.7612001156935624,3.7612001156935624,2.0794415416798357,0.9659258262890683,-0.25881904510252063,0,morning,0,0,0,0.0,0.0,0.0,0.0,Productivity
120.0,3.0,7,3,7,2023,True,241,37,1,1,4435.0,4720.0,6,True,True,Design Tools,0,1.2,18,210.2,True,1,9155.0,9.122164681072457,8.397508348470257,8.459775920546287,5.488937726156687,3.6375861597263857,1.9459101490553132,0.9659258262890683,-0.25881904510252063,0,morning,1,6,1,0.0,0.7884573603642702,2.9444389791664403,5.352805551832106,Design Tools
17.0,2.0,7,0,7,2025,False,191,54,2,1,393.0,1805.0,6,True,True,Artificial Intelligence,0,0.0,0,0.0,True,0,2198.0,7.695757990554761,5.976350909297934,7.498869733976931,5.2574953720277815,4.007333185232471,1.9459101490553132,0.9659258262890683,-0.25881904510252063,0,morning,1,6,1,0.0,0.0,0.0,0.0,Artificial Intelligence
58.0,1.0,13,3,1,2023,True,194,56,1,1,395.0,1505.0,13,True,True,SaaS,0,0.0,0,0.0,False,0,1900.0,7.550135342488429,5.981414211254481,7.317212408359839,5.272999558563747,4.04305126783455,2.6390573296152584,-0.2588190451025208,-0.9659258262890683,0,afternoon,1,13,1,0.0,0.0,0.0,0.0,SaaS
207.0,88.0,7,1,6,2023,True,48,40,3,3,287522.0,776.0,7,False,False,iOS,0,0.6,22,226.4,True,1,288298.0,12.57175341501139,12.569058136019713,6.655440350367647,3.8918202981106265,3.713572066704308,2.0794415416798357,0.9659258262890683,-0.25881904510252063,0,morning,0,0,0,0.0,0.4700036292457355,3.1354942159291497,5.426710581316436,Other
1.0,2.0,13,4,7,2023,True,231,54,3,1,3266.0,146.0,3,False,False,Artificial Intelligence,0,0.0,0,0.5,True,0,3412.0,8.135346948906706,8.09162741160107,4.990432586778736,5.44673737166631,4.007333185232471,1.3862943611198906,-0.2588190451025208,-0.9659258262890683,0,afternoon,0,0,0,0.0,0.0,0.0,0.4054651081081644,Artificial Intelligence
125.0,2.0,7,4,5,2023,False,210,45,3,1,2067.0,839.0,1,False,False,Design Tools,0,0.0,15,0.1,True,1,2906.0,7.9748769005588755,7.63433723562832,6.733401891837359,5.351858133476067,3.828641396489095,0.6931471805599453,0.9659258262890683,-0.25881904510252063,0,morning,0,0,0,0.0,0.0,2.772588722239781,0.09531017980432487,Design Tools
73.0,6.0,7,1,3,2023,True,146,48,3,1,578.0,5497.0,7,True,True,Design Tools,0,0.0,0,0.0,False,0,6075.0,8.712101863715663,6.361302477572996,8.612139668725192,4.990432586778736,3.8918202981106265,2.0794415416798357,0.9659258262890683,-0.25881904510252063,0,morning,1,7,1,0.0,0.0,0.0,0.0,Design Tools
13.0,0.0,7,4,3,2023,False,148,51,2,0,167800.0,477.0,1,False,True,API,0,0.0,4,2.1,True,0,168277.0,12.033372652680182,12.030534032473051,6.169610732491456,5.003946305945459,3.9512437185814275,0.6931471805599453,0.9659258262890683,-0.25881904510252063,0,morning,0,0,1,0.0,0.0,1.6094379124341003,1.1314021114911006,API
11.0,2.0,11,5,5,2023,False,257,37,1,1,277.0,4179.0,3,False,True,Productivity,0,0.0,0,0.0,False,0,4456.0,8.402231172946555,5.627621113690637,8.338066525518801,5.552959584921617,3.6375861597263857,1.3862943611198906,0.258819045102521,-0.9659258262890682,1,morning,0,0,1,0.0,0.0,0.0,0.0,Productivity
146.0,5.0,16,0,5,2023,True,274,43,3,1,1160.0,913.0,3,True,False,Productivity,0,0.0,0,0.0,True,1,2073.0,7.637234388789473,7.057036981697891,6.81783057145415,5.616771097666572,3.784189633918261,1.3862943611198906,-0.8660254037844384,-0.5000000000000004,0,afternoon,1,3,0,0.0,0.0,0.0,0.0,Productivity
181.0,125.0,7,1,7,2023,True,453,27,3,1,371.0,2982.0,7,True,False,Productivity,0,0.0,0,0.0,True,1,3353.0,8.117908942383155,5.918893854273146,8.000684784514748,6.118097198041348,3.332204510175204,2.0794415416798357,0.9659258262890683,-0.25881904510252063,0,morning,1,7,0,0.0,0.0,0.0,0.0,Productivity
135.0,39.0,0,6,7,2026,True,56,58,3,1,1272.0,2277.0,6,True,False,API,0,0.0,473,3.8,True,1,3549.0,8.174702882469461,7.149131598557407,7.731053144007127,4.04305126783455,4.07753744390572,1.9459101490553132,0.0,1.0,1,late_night,1,6,0,0.0,0.0,6.161207321695077,1.5686159179138452,API
676.0,18.0,7,5,5,2024,False,47,53,3,1,5.0,5939.0,6,True,False,Other,0,42.8,408,3.0,True,1,5944.0,8.690305809124883,1.791759469228055,8.68946441235669,3.871201010907891,3.9889840465642745,1.9459101490553132,0.9659258262890683,-0.25881904510252063,1,morning,1,6,0,0.0,3.7796338173824005,6.013715156042802,1.3862943611198906,Other
17.0,1.0,7,4,1,2023,True,239,34,2,1,5.0,3517.0,3,False,True,Artificial Intelligence,0,1.8,12,0.0,True,0,3522.0,8.167068178341237,1.791759469228055,8.165647925297504,5.480638923341991,3.5553480614894135,1.3862943611198906,0.9659258262890683,-0.25881904510252063,0,morning,0,0,1,0.0,1.0296194171811583,2.5649493574615367,0.0,Artificial Intelligence
113.0,9.0,7,1,7,2023,True,68,60,3,4,1757.0,2048.0,7,True,False,Design Tools,0,0.0,0,0.0,True,1,3805.0,8.244334047856094,7.471932078245122,7.6251071482389,4.23410650459726,4.110873864173311,2.0794415416798357,0.9659258262890683,-0.25881904510252063,0,morning,1,7,0,0.0,0.0,0.0,0.0,Design Tools
70.0,0.0,8,1,3,2023,True,252,43,1,1,1970.0,966.0,12,False,True,Productivity,0,0.0,20,2.3,True,0,2936.0,7.98514393119862,7.58629630715272,6.874198495453294,5.53338948872752,3.784189633918261,2.5649493574615367,0.8660254037844387,-0.49999999999999983,0,morning,0,0,1,0.0,0.0,3.044522437723423,1.1939224684724346,Productivity
398.0,318.0,7,4,5,2023,True,257,49,2,11,579072.0,1652.0,7,True,False,Productivity,0,0.0,3850,186.2467532467533,False,1,580724.0,13.272032601923033,13.269183828055109,7.410347097821024,5.552959584921617,3.912023005428146,2.0794415416798357,0.9659258262890683,-0.25881904510252063,0,morning,1,7,0,0.0,0.0,8.25608813381491,5.23242728311084,Productivity
17.0,0.0,14,0,7,2023,True,233,40,3,0,1581.0,2298.0,3,False,True,Other,0,0.0,11,4.0,True,0,3879.0,8.263590432617319,7.366445148327599,7.740229524763182,5.455321115357702,3.713572066704308,1.3862943611198906,-0.4999999999999998,-0.8660254037844388,0,afternoon,0,0,1,0.0,0.0,2.4849066497880004,1.6094379124341003,Other
1.0,6.0,18,6,5,2023,False,267,39,4,1,5.0,1051.0,1,False,False,Other,0,0.0,1,0.9,True,0,1056.0,6.963189985870238,1.791759469228055,6.9584483932976555,5.5909869805108565,3.6888794541139363,0.6931471805599453,-1.0,-1.8369701987210297e-16,1,evening,0,0,0,0.0,0.0,0.6931471805599453,0.6418538861723948,Other
11.0,1.0,9,3,5,2023,False,235,39,3,3,5.0,1082.0,3,False,True,Other,0,0.0,0,1.8,True,0,1087.0,6.992096427415888,1.791759469228055,6.9874902470009905,5.4638318050256105,3.6888794541139363,1.3862943611198906,0.7071067811865476,-0.7071067811865475,0,morning,0,0,1,0.0,0.0,0.0,1.0296194171811583,Other
23.0,0.0,14,0,10,2023,False,248,45,1,1,250.0,62.0,4,False,False,Fintech,0,0.0,0,5.7,True,0,312.0,5.746203190540153,5.5254529391317835,4.143134726391533,5.517452896464707,3.828641396489095,1.6094379124341003,-0.4999999999999998,-0.8660254037844388,0,afternoon,0,0,0,0.0,0.0,0.0,1.9021075263969205,Other
121.0,15.0,7,1,6,2026,False,53,53,3,3,397.0,2624.0,7,False,True,Other,0,0.0,0,0.0,False,1,3021.0,8.013674142832684,5.986452005284438,7.872836175025724,3.9889840465642745,3.9889840465642745,2.0794415416798357,0.9659258262890683,-0.25881904510252063,0,morning,0,0,1,0.0,0.0,0.0,0.0,Other
19.0,2.0,18,6,3,2023,True,183,45,5,1,175185.0,612.0,6,False,True,Productivity,0,0.0,18,2.2,True,0,175797.0,12.077090887604223,12.07360354561576,6.418364935936212,5.214935757608986,3.828641396489095,1.9459101490553132,-1.0,-1.8369701987210297e-16,1,evening,0,0,1,0.0,0.0,2.9444389791664403,1.1631508098056809,Productivity
171.0,68.0,7,4,5,2026,False,58,46,3,2,5.0,2972.0,8,True,False,Other,0,0.0,0,1.6,True,1,2977.0,7.999007213243955,1.791759469228055,7.997326822998097,4.07753744390572,3.8501476017100584,2.1972245773362196,0.9659258262890683,-0.25881904510252063,0,morning,1,8,0,0.0,0.0,0.0,0.9555114450274363,Other
193.0,3.0,7,1,3,2025,True,196,25,3,6,2835.0,2058.0,4,False,False,Design Tools,0,0.0,1666,0.0,True,1,4893.0,8.495765244002618,7.950149887652018,7.629975707027789,5.2832037287379885,3.258096538021482,1.6094379124341003,0.9659258262890683,-0.25881904510252063,0,morning,0,0,0,0.0,0.0,7.418780882750794,0.0,Design Tools
31.0,17.0,7,6,7,2023,False,275,24,2,1,5.0,1108.0,5,False,False,Design Tools,0,0.0,530,2.2,True,0,1113.0,7.01571242048723,1.791759469228055,7.011213987350367,5.62040086571715,3.2188758248682006,1.791759469228055,0.9659258262890683,-0.25881904510252063,1,morning,0,0,0,0.0,0.0,6.274762021241939,1.1631508098056809,Design Tools
13.0,3.0,7,5,6,2026,False,53,53,3,3,111.0,5064.0,7,False,False,Productivity,0,0.0,0,0.0,False,0,5175.0,8.551787836180736,4.718498871295094,8.530109416682784,3.9889840465642745,3.9889840465642745,2.0794415416798357,0.9659258262890683,-0.25881904510252063,1,morning,0,0,0,0.0,0.0,0.0,0.0,Productivity
1.0,0.0,13,3,3,2023,False,236,24,4,1,3323.0,1272.0,0,False,True,Android,0,0.0,0,5.0,True,0,4595.0,8.432941638968646,8.10892415597534,7.149131598557407,5.4680601411351315,3.2188758248682006,0.0,-0.2588190451025208,-0.9659258262890683,0,afternoon,0,0,1,0.0,0.0,0.0,1.791759469228055,Android
125.0,5.0,7,4,7,2026,True,146,59,3,2,1930.0,4387.0,5,False,False,API,0,0.0,0,0.0,True,1,6317.0,8.75115798136203,7.565793282428515,8.38662882139512,4.990432586778736,4.0943445622221,1.791759469228055,0.9659258262890683,-0.25881904510252063,0,morning,0,0,0,0.0,0.0,0.0,0.0,API
121.0,26.0,20,1,5,2023,True,260,47,3,1,5.0,857.0,5,False,False,Productivity,0,0.0,1,4.5,True,1,862.0,6.760414691083428,1.791759469228055,6.754604099487962,5.564520407322694,3.871201010907891,1.791759469228055,-0.8660254037844386,0.5000000000000001,0,evening,0,0,0,0.0,0.0,0.6931471805599453,1.7047480922384253,Productivity
80.0,263.0,12,0,6,2023,True,248,31,3,1,277054.0,1552.0,6,False,True,Developer Tools,0,0.0,0,0.0,True,0,278606.0,12.53755746564034,12.53197132141653,7.347943823148687,5.517452896464707,3.4657359027997265,1.9459101490553132,1.2246467991473532e-16,-1.0,0,afternoon,0,0,1,0.0,0.0,0.0,0.0,Developer Tools
143.0,0.0,6,1,3,2023,True,194,51,3,1,199404.0,2547.0,4,True,True,Android,0,0.9,27,1.9,True,1,201951.0,12.215785324383965,12.203093211421173,7.843064016692054,5.272999558563747,3.9512437185814275,1.6094379124341003,1.0,6.123233995736766e-17,0,morning,1,4,1,0.0,0.6418538861723948,3.332204510175204,1.0647107369924282,Android
20.0,1.0,16,5,5,2023,False,245,44,4,1,132317.0,1165.0,1,False,True,Other,0,0.0,1,0.0,True,0,133482.0,11.80172940788994,11.792963395270252,7.061334366910438,5.5053315359323625,3.8066624897703196,0.6931471805599453,-0.8660254037844384,-0.5000000000000004,1,afternoon,0,0,1,0.0,0.0,0.6931471805599453,0.0,Other
86.0,9.0,8,3,1,2023,True,140,53,3,1,598.0,1962.0,7,True,True,iOS,0,0.0,0,0.0,False,0,2560.0,7.848153086199526,6.395261598115449,7.5822291942764615,4.948759890378168,3.9889840465642745,2.0794415416798357,0.8660254037844387,-0.49999999999999983,0,morning,1,7,1,0.0,0.0,0.0,0.0,Other
194.0,40.0,7,6,6,2026,False,473,59,3,1,5478.0,29450.0,5,True,False,Productivity,6,0.0,1,2.0,True,1,34928.0,10.461072708705126,8.608677881538416,10.290483144360632,6.161207321695077,4.0943445622221,1.791759469228055,0.9659258262890683,-0.25881904510252063,1,morning,1,5,0,1.9459101490553132,0.0,0.6931471805599453,1.0986122886681098,Productivity
1.0,0.0,7,4,3,2026,True,269,37,3,1,3125.0,1419.0,5,False,True,Marketing,0,0.0,8,0.0,True,0,4544.0,8.421783006611578,8.047509510981422,7.258412150595307,5.598421958998375,3.6375861597263857,1.791759469228055,0.9659258262890683,-0.25881904510252063,0,morning,0,0,1,0.0,0.0,2.1972245773362196,0.0,Marketing
200.0,44.0,7,3,7,2026,True,387,57,3,2,3672.0,27493.0,8,True,False,iOS,0,0.0,3,188.7,True,1,31165.0,10.347083036005559,8.208764045819667,10.221723078031365,5.961005339623274,4.060443010546419,2.1972245773362196,0.9659258262890683,-0.25881904510252063,0,morning,1,8,0,0.0,0.0,1.3862943611198906,5.245443876940969,Other
74.0,0.0,7,4,7,2023,True,275,39,3,1,5.0,1364.0,4,False,False,Web App,0,0.0,0,2.6,True,0,1369.0,7.222566018822171,1.791759469228055,7.21890970761906,5.62040086571715,3.6888794541139363,1.6094379124341003,0.9659258262890683,-0.25881904510252063,0,morning,0,0,0,0.0,0.0,0.0,1.2809338454620642,Web App
147.0,6.0,7,6,7,2023,False,245,31,3,3,5.0,1671.0,4,False,False,Other,0,0.0,10,2.7,True,1,1676.0,7.424761761823209,1.791759469228055,7.421775793644647,5.5053315359323625,3.4657359027997265,1.6094379124341003,0.9659258262890683,-0.25881904510252063,1,morning,0,0,0,0.0,0.0,2.3978952727983707,1.308332819650179,Other
477.0,72.0,7,2,7,2026,True,61,60,3,8,5.0,8531.0,6,True,False,Productivity,2,200.7,31,394.7,True,1,8536.0,9.052164937010307,1.791759469228055,9.05157907959124,4.127134385045092,4.110873864173311,1.9459101490553132,0.9659258262890683,-0.25881904510252063,0,morning,1,6,0,1.0986122886681098,5.3067814449601665,3.4657359027997265,5.980656348391379,Productivity
84.0,7.0,7,4,7,2023,True,253,27,3,1,310.0,2648.0,2,False,True,Artificial Intelligence,0,0.0,0,0.0,False,0,2958.0,7.99260665240021,5.739792912179234,7.88193748927207,5.537334267018537,3.332204510175204,1.0986122886681098,0.9659258262890683,-0.25881904510252063,0,morning,0,0,1,0.0,0.0,0.0,0.0,Artificial Intelligence
5.0,1.0,19,3,1,2023,False,124,32,3,0,106.0,1097.0,2,False,False,Fintech,0,0.0,0,0.0,False,0,1203.0,7.093404625868766,4.672828834461906,7.001245622069476,4.8283137373023015,3.4965075614664802,1.0986122886681098,-0.9659258262890684,0.2588190451025203,0,evening,0,0,0,0.0,0.0,0.0,0.0,Other
7.0,0.0,7,4,7,2023,True,258,36,3,1,1498.0,2718.0,1,False,True,Hiring,0,1.0,548,0.0,True,0,4216.0,8.34687925374656,7.312553498102598,7.908019444632471,5.556828061699537,3.6109179126442243,0.6931471805599453,0.9659258262890683,-0.25881904510252063,0,morning,0,0,1,0.0,0.6931471805599453,6.3080984415095305,0.0,Other
14.0,0.0,8,0,7,2023,False,215,25,3,0,21256.0,2806.0,3,False,True,Developer Tools,0,0.0,279,3.4,True,0,24062.0,10.088430670035034,9.964441531873126,7.939871576361883,5.375278407684165,3.258096538021482,1.3862943611198906,0.8660254037844387,-0.49999999999999983,0,morning,0,0,1,0.0,0.0,5.634789603169249,1.4816045409242156,Developer Tools
1.0,1.0,7,3,3,2023,False,206,10,1,1,62221.0,3373.0,2,False,True,Android,0,0.0,0,0.6,True,0,65594.0,11.09125475251513,11.038463913940163,8.123854263105914,5.332718793265369,2.3978952727983707,1.0986122886681098,0.9659258262890683,-0.25881904510252063,0,morning,0,0,1,0.0,0.0,0.0,0.4700036292457355,Android
593.0,12.0,1,3,6,2026,True,80,60,3,2,1378.0,11135.0,8,True,False,API,2,189.9,0,0.7,True,1,12513.0,9.43460329655831,7.229113877793302,9.317938382574201,4.394449154672439,4.110873864173311,2.1972245773362196,0.25881904510252074,0.9659258262890683,0,late_night,1,8,0,1.0986122886681098,5.251749730731702,0.0,0.5306282510621704,API
125.0,22.0,0,4,5,2026,True,343,59,3,1,144.0,2130.0,7,False,False,Developer Tools,0,0.0,0,0.0,False,1,2274.0,7.729735331385051,4.976733742420574,7.664346632098617,5.840641657373398,4.0943445622221,2.0794415416798357,0.0,1.0,0,late_night,0,0,0,0.0,0.0,0.0,0.0,Developer Tools
138.0,44.0,17,4,7,2023,True,87,53,5,1,2881.0,546.0,6,False,False,SaaS,0,0.0,0,202.0,True,1,3427.0,8.13973227971767,7.966239776559467,6.304448802421981,4.477336814478207,3.9889840465642745,1.9459101490553132,-0.9659258262890683,-0.25881904510252063,0,afternoon,0,0,0,0.0,0.0,0.0,5.313205979041787,SaaS
127.0,1.0,7,3,3,2023,True,235,46,1,1,143585.0,2369.0,12,False,False,Chrome Extensions,0,0.2,0,0.0,True,1,145954.0,11.891053634003098,11.874689437807294,7.7706452341291765,5.4638318050256105,3.8501476017100584,2.5649493574615367,0.9659258262890683,-0.25881904510252063,0,morning,0,0,0,0.0,0.18232155679395465,0.0,0.0,Chrome Extensions
144.0,67.0,7,6,6,2026,True,68,44,3,3,4812.0,8263.0,9,False,False,Productivity,2,29.8,6,1.8,True,1,13075.0,9.478533767844102,8.47907586930311,9.019664010799474,4.23410650459726,3.8066624897703196,2.302585092994046,0.9659258262890683,-0.25881904510252063,1,morning,0,0,0,1.0986122886681098,3.427514689979529,1.9459101490553132,1.0296194171811583,Productivity
112.0,11.0,7,6,4,2023,True,147,42,3,1,544.0,747.0,3,False,False,Email,0,0.0,0,0.0,False,1,1291.0,7.163946684342547,6.300785794663244,6.617402977974478,4.997212273764115,3.7612001156935624,1.3862943611198906,0.9659258262890683,-0.25881904510252063,1,morning,0,0,0,0.0,0.0,0.0,0.0,Other
130.0,0.0,20,1,1,2023,False,250,47,3,1,5.0,3044.0,3,True,True,Productivity,0,0.0,17,3.7,True,1,3049.0,8.022896869601457,1.791759469228055,8.021256180143997,5.5254529391317835,3.871201010907891,1.3862943611198906,-0.8660254037844386,0.5000000000000001,0,evening,1,3,1,0.0,0.0,2.8903717578961645,1.547562508716013,Productivity
269.0,10.0,7,2,9,2023,True,66,46,3,1,421.0,526.0,8,True,False,Productivity,0,0.0,0,0.0,True,1,947.0,6.854354502255021,6.045005314036012,6.267200548541362,4.204692619390966,3.8501476017100584,2.1972245773362196,0.9659258262890683,-0.25881904510252063,0,morning,1,8,0,0.0,0.0,0.0,0.0,Productivity
130.0,4.0,7,1,7,2026,True,57,27,3,1,5.0,1697.0,6,True,False,Productivity,0,0.0,0,3.6,True,1,1702.0,7.440146680662688,1.791759469228055,7.437206366871292,4.060443010546419,3.332204510175204,1.9459101490553132,0.9659258262890683,-0.25881904510252063,0,morning,1,6,0,0.0,0.0,0.0,1.5260563034950494,Productivity
457.0,38.0,7,6,7,2023,True,109,31,1,1,5.0,2947.0,6,True,False,Chrome Extensions,0,0.0,3,0.5,True,1,2952.0,7.990576881743923,1.791759469228055,7.988882253309227,4.700480365792417,3.4657359027997265,1.9459101490553132,0.9659258262890683,-0.25881904510252063,1,morning,1,6,0,0.0,0.0,1.3862943611198906,0.4054651081081644,Chrome Extensions
195.0,4.0,7,4,7,2023,True,263,25,2,3,68529.0,1015.0,8,False,False,Productivity,0,0.0,6,0.5,True,1,69544.0,11.14972930404123,11.135026884579869,6.923628628138427,5.575949103146316,3.258096538021482,2.1972245773362196,0.9659258262890683,-0.25881904510252063,0,morning,0,0,0,0.0,0.0,1.9459101490553132,0.4054651081081644,Productivity
168.0,4.0,0,4,5,2026,False,228,55,3,1,5.0,5573.0,9,True,False,Developer Tools,0,0.0,0,0.0,True,1,5578.0,8.626764827845529,1.791759469228055,8.625868208041894,5.43372200355424,4.02535169073515,2.302585092994046,0.0,1.0,0,late_night,1,9,0,0.0,0.0,0.0,0.0,Developer Tools
